milliseconds,null,Input,null,null,null,(null = no Control)
418116,1000.00,553.00,-102564645.00,447.00,-102564645.00,447.00
418122,1000.00,555.00,-102565990.00,445.00,-102565990.00,445.00
418127,1000.00,555.00,-102567325.00,445.00,-102567325.00,445.00
418133,1000.00,555.00,-102568660.00,445.00,-102568660.00,445.00
418139,1000.00,553.00,-102569991.00,447.00,-102569991.00,447.00
418144,1000.00,552.00,-102571330.00,448.00,-102571330.00,448.00
418150,1000.00,551.00,-102572672.00,449.00,-102572672.00,449.00
418155,1000.00,554.00,-102574025.00,446.00,-102574025.00,446.00
418161,1000.00,553.00,-102575361.00,447.00,-102575361.00,447.00
418166,1000.00,555.00,-102576706.00,445.00,-102576706.00,445.00
418172,1000.00,555.00,-102578041.00,445.00,-102578041.00,445.00
418178,1000.00,552.00,-102579370.00,448.00,-102579370.00,448.00
418183,1000.00,553.00,-102580716.00,447.00,-102580716.00,447.00
418189,1000.00,552.00,-102582055.00,448.00,-102582055.00,448.00
418194,1000.00,555.00,-102583405.00,445.00,-102583405.00,445.00
418200,1000.00,555.00,-102584740.00,445.00,-102584740.00,445.00
418205,1000.00,554.00,-102586073.00,446.00,-102586073.00,446.00
418211,1000.00,555.00,-102587413.00,445.00,-102587413.00,445.00
418217,1000.00,556.00,-102588750.00,444.00,-102588750.00,444.00
418222,1000.00,555.00,-102590080.00,445.00,-102590080.00,445.00
418228,1000.00,554.00,-102591413.00,446.00,-102591413.00,446.00
418233,1000.00,555.00,-102592753.00,445.00,-102592753.00,445.00
418239,1000.00,555.00,-102594088.00,445.00,-102594088.00,445.00
418244,1000.00,553.00,-102595419.00,447.00,-102595419.00,447.00
418250,1000.00,556.00,-102596766.00,444.00,-102596766.00,444.00
418256,1000.00,553.00,-102598092.00,447.00,-102598092.00,447.00
418261,1000.00,552.00,-102599431.00,448.00,-102599431.00,448.00
418267,1000.00,552.00,-102600775.00,448.00,-102600775.00,448.00
418272,1000.00,553.00,-102602121.00,447.00,-102602121.00,447.00
418278,1000.00,555.00,-102603466.00,445.00,-102603466.00,445.00
418283,1000.00,554.00,-102604799.00,446.00,-102604799.00,446.00
418289,1000.00,556.00,-102606141.00,444.00,-102606141.00,444.00
418295,1000.00,551.00,-102607463.00,449.00,-102607463.00,449.00
418300,1000.00,555.00,-102608818.00,445.00,-102608818.00,445.00
418306,1000.00,554.00,-102610151.00,446.00,-102610151.00,446.00
418311,1000.00,554.00,-102611489.00,446.00,-102611489.00,446.00
418317,1000.00,555.00,-102612829.00,445.00,-102612829.00,445.00
418322,1000.00,555.00,-102614164.00,445.00,-102614164.00,445.00
418328,1000.00,554.00,-102615497.00,446.00,-102615497.00,446.00
418334,1000.00,553.00,-102616833.00,447.00,-102616833.00,447.00
418339,1000.00,556.00,-102618180.00,444.00,-102618180.00,444.00
418345,1000.00,553.00,-102619506.00,447.00,-102619506.00,447.00
418350,1000.00,555.00,-102620851.00,445.00,-102620851.00,445.00
418356,1000.00,555.00,-102622186.00,445.00,-102622186.00,445.00
418361,1000.00,555.00,-102623521.00,445.00,-102623521.00,445.00
418367,1000.00,553.00,-102624852.00,447.00,-102624852.00,447.00
418373,1000.00,551.00,-102626189.00,449.00,-102626189.00,449.00
418378,1000.00,557.00,-102627548.00,443.00,-102627548.00,443.00
418384,1000.00,552.00,-102628867.00,448.00,-102628867.00,448.00
418389,1000.00,556.00,-102630219.00,444.00,-102630219.00,444.00
418395,1000.00,555.00,-102631549.00,445.00,-102631549.00,445.00
418400,1000.00,555.00,-102632884.00,445.00,-102632884.00,445.00
418406,1000.00,554.00,-102634217.00,446.00,-102634217.00,446.00
418412,1000.00,549.00,-102635545.00,451.00,-102635545.00,451.00
418417,1000.00,554.00,-102636908.00,446.00,-102636908.00,446.00
418423,1000.00,551.00,-102638240.00,449.00,-102638240.00,449.00
418428,1000.00,558.00,-102639601.00,442.00,-102639601.00,442.00
418434,1000.00,555.00,-102640921.00,445.00,-102640921.00,445.00
418439,1000.00,554.00,-102642254.00,446.00,-102642254.00,446.00
418445,1000.00,553.00,-102643590.00,447.00,-102643590.00,447.00
418451,1000.00,550.00,-102644925.00,450.00,-102644925.00,450.00
418456,1000.00,555.00,-102646285.00,445.00,-102646285.00,445.00
418462,1000.00,555.00,-102647620.00,445.00,-102647620.00,445.00
418467,1000.00,554.00,-102648953.00,446.00,-102648953.00,446.00
418473,1000.00,553.00,-102650289.00,447.00,-102650289.00,447.00
418478,1000.00,554.00,-102651632.00,446.00,-102651632.00,446.00
418484,1000.00,556.00,-102652974.00,444.00,-102652974.00,444.00
418490,1000.00,551.00,-102654296.00,449.00,-102654296.00,449.00
418495,1000.00,556.00,-102655653.00,444.00,-102655653.00,444.00
418501,1000.00,553.00,-102656979.00,447.00,-102656979.00,447.00
418506,1000.00,555.00,-102658324.00,445.00,-102658324.00,445.00
418512,1000.00,554.00,-102659657.00,446.00,-102659657.00,446.00
418517,1000.00,555.00,-102660997.00,445.00,-102660997.00,445.00
418523,1000.00,553.00,-102662328.00,447.00,-102662328.00,447.00
418529,1000.00,549.00,-102663661.00,451.00,-102663661.00,451.00
418534,1000.00,557.00,-102665030.00,443.00,-102665030.00,443.00
418540,1000.00,550.00,-102666345.00,450.00,-102666345.00,450.00
418545,1000.00,555.00,-102667705.00,445.00,-102667705.00,445.00
418551,1000.00,555.00,-102669040.00,445.00,-102669040.00,445.00
418556,1000.00,556.00,-102670377.00,444.00,-102670377.00,444.00
418562,1000.00,558.00,-102671713.00,442.00,-102671713.00,442.00
418568,1000.00,549.00,-102673021.00,451.00,-102673021.00,451.00
418573,1000.00,556.00,-102674388.00,444.00,-102674388.00,444.00
418579,1000.00,550.00,-102675708.00,450.00,-102675708.00,450.00
418584,1000.00,553.00,-102677064.00,447.00,-102677064.00,447.00
418590,1000.00,556.00,-102678411.00,444.00,-102678411.00,444.00
418595,1000.00,554.00,-102679739.00,446.00,-102679739.00,446.00
418601,1000.00,557.00,-102681083.00,443.00,-102681083.00,443.00
418607,1000.00,551.00,-102682400.00,449.00,-102682400.00,449.00
418612,1000.00,555.00,-102683755.00,445.00,-102683755.00,445.00
418618,1000.00,554.00,-102685088.00,446.00,-102685088.00,446.00
418623,1000.00,554.00,-102686426.00,446.00,-102686426.00,446.00
418629,1000.00,553.00,-102687762.00,447.00,-102687762.00,447.00
418634,1000.00,554.00,-102689105.00,446.00,-102689105.00,446.00
418640,1000.00,554.00,-102690443.00,446.00,-102690443.00,446.00
418646,1000.00,552.00,-102691777.00,448.00,-102691777.00,448.00
418651,1000.00,557.00,-102693131.00,443.00,-102693131.00,443.00
418657,1000.00,550.00,-102694446.00,450.00,-102694446.00,450.00
418662,1000.00,555.00,-102695806.00,445.00,-102695806.00,445.00
418668,1000.00,553.00,-102697137.00,447.00,-102697137.00,447.00
418673,1000.00,555.00,-102698482.00,445.00,-102698482.00,445.00
418679,1000.00,557.00,-102699821.00,443.00,-102699821.00,443.00
418685,1000.00,550.00,-102701136.00,450.00,-102701136.00,450.00
418690,1000.00,555.00,-102702496.00,445.00,-102702496.00,445.00
418696,1000.00,553.00,-102703827.00,447.00,-102703827.00,447.00
418701,1000.00,555.00,-102705172.00,445.00,-102705172.00,445.00
418707,1000.00,557.00,-102706511.00,443.00,-102706511.00,443.00
418712,1000.00,555.00,-102707836.00,445.00,-102707836.00,445.00
418718,1000.00,557.00,-102709175.00,443.00,-102709175.00,443.00
418724,1000.00,551.00,-102710492.00,449.00,-102710492.00,449.00
418729,1000.00,556.00,-102711849.00,444.00,-102711849.00,444.00
418735,1000.00,553.00,-102713175.00,447.00,-102713175.00,447.00
418740,1000.00,554.00,-102714518.00,446.00,-102714518.00,446.00
418746,1000.00,553.00,-102715854.00,447.00,-102715854.00,447.00
418751,1000.00,551.00,-102717191.00,449.00,-102717191.00,449.00
418757,1000.00,555.00,-102718546.00,445.00,-102718546.00,445.00
418763,1000.00,550.00,-102719871.00,450.00,-102719871.00,450.00
418768,1000.00,555.00,-102721231.00,445.00,-102721231.00,445.00
418774,1000.00,550.00,-102722556.00,450.00,-102722556.00,450.00
418779,1000.00,554.00,-102723914.00,446.00,-102723914.00,446.00
418785,1000.00,555.00,-102725254.00,445.00,-102725254.00,445.00
418790,1000.00,555.00,-102726589.00,445.00,-102726589.00,445.00
418796,1000.00,555.00,-102727924.00,445.00,-102727924.00,445.00
418802,1000.00,552.00,-102729253.00,448.00,-102729253.00,448.00
418807,1000.00,553.00,-102730599.00,447.00,-102730599.00,447.00
418813,1000.00,555.00,-102731944.00,445.00,-102731944.00,445.00
418818,1000.00,555.00,-102733279.00,445.00,-102733279.00,445.00
418824,1000.00,554.00,-102734612.00,446.00,-102734612.00,446.00
418829,1000.00,554.00,-102735950.00,446.00,-102735950.00,446.00
418835,1000.00,556.00,-102737292.00,444.00,-102737292.00,444.00
418841,1000.00,549.00,-102738610.00,451.00,-102738610.00,451.00
418846,1000.00,556.00,-102739977.00,444.00,-102739977.00,444.00
418852,1000.00,554.00,-102741305.00,446.00,-102741305.00,446.00
418857,1000.00,556.00,-102742647.00,444.00,-102742647.00,444.00
418863,1000.00,556.00,-102743979.00,444.00,-102743979.00,444.00
418868,1000.00,556.00,-102745311.00,444.00,-102745311.00,444.00
418874,1000.00,557.00,-102746645.00,443.00,-102746645.00,443.00
418880,1000.00,550.00,-102747960.00,450.00,-102747960.00,450.00
418885,1000.00,555.00,-102749320.00,445.00,-102749320.00,445.00
418891,1000.00,551.00,-102750647.00,449.00,-102750647.00,449.00
418896,1000.00,555.00,-102752002.00,445.00,-102752002.00,445.00
418902,1000.00,554.00,-102753335.00,446.00,-102753335.00,446.00
418907,1000.00,553.00,-102754671.00,447.00,-102754671.00,447.00
418913,1000.00,554.00,-102756014.00,446.00,-102756014.00,446.00
418919,1000.00,553.00,-102757350.00,447.00,-102757350.00,447.00
418924,1000.00,554.00,-102758693.00,446.00,-102758693.00,446.00
418930,1000.00,554.00,-102760031.00,446.00,-102760031.00,446.00
418935,1000.00,554.00,-102761369.00,446.00,-102761369.00,446.00
418941,1000.00,557.00,-102762713.00,443.00,-102762713.00,443.00
418946,1000.00,554.00,-102764036.00,446.00,-102764036.00,446.00
418952,1000.00,555.00,-102765376.00,445.00,-102765376.00,445.00
418958,1000.00,551.00,-102766703.00,449.00,-102766703.00,449.00
418963,1000.00,555.00,-102768058.00,445.00,-102768058.00,445.00
418969,1000.00,552.00,-102769387.00,448.00,-102769387.00,448.00
418974,1000.00,554.00,-102770735.00,446.00,-102770735.00,446.00
418980,1000.00,557.00,-102772079.00,443.00,-102772079.00,443.00
418985,1000.00,551.00,-102773396.00,449.00,-102773396.00,449.00
418991,1000.00,556.00,-102774753.00,444.00,-102774753.00,444.00
418997,1000.00,554.00,-102776081.00,446.00,-102776081.00,446.00
419002,1000.00,555.00,-102777421.00,445.00,-102777421.00,445.00
419008,1000.00,551.00,-102778748.00,449.00,-102778748.00,449.00
419013,1000.00,555.00,-102780103.00,445.00,-102780103.00,445.00
419019,1000.00,554.00,-102781436.00,446.00,-102781436.00,446.00
419024,1000.00,557.00,-102782780.00,443.00,-102782780.00,443.00
419030,1000.00,556.00,-102784107.00,444.00,-102784107.00,444.00
419036,1000.00,551.00,-102785429.00,449.00,-102785429.00,449.00
419041,1000.00,555.00,-102786784.00,445.00,-102786784.00,445.00
419047,1000.00,551.00,-102788111.00,449.00,-102788111.00,449.00
419052,1000.00,553.00,-102789462.00,447.00,-102789462.00,447.00
419058,1000.00,549.00,-102790795.00,451.00,-102790795.00,451.00
419063,1000.00,543.00,-102792136.00,457.00,-102792136.00,457.00
419069,1000.00,540.00,-102793501.00,460.00,-102793501.00,460.00
419075,1000.00,535.00,-102794871.00,465.00,-102794871.00,465.00
419080,1000.00,540.00,-102796276.00,460.00,-102796276.00,460.00
419086,1000.00,533.00,-102797642.00,467.00,-102797642.00,467.00
419091,1000.00,537.00,-102799051.00,463.00,-102799051.00,463.00
419097,1000.00,539.00,-102800444.00,461.00,-102800444.00,461.00
419102,1000.00,538.00,-102801825.00,462.00,-102801825.00,462.00
419108,1000.00,538.00,-102803211.00,462.00,-102803211.00,462.00
419114,1000.00,535.00,-102804591.00,465.00,-102804591.00,465.00
419119,1000.00,538.00,-102805992.00,462.00,-102805992.00,462.00
419125,1000.00,533.00,-102807368.00,467.00,-102807368.00,467.00
419130,1000.00,536.00,-102808775.00,464.00,-102808775.00,464.00
419136,1000.00,538.00,-102810171.00,462.00,-102810171.00,462.00
419141,1000.00,538.00,-102811557.00,462.00,-102811557.00,462.00
419147,1000.00,536.00,-102812939.00,464.00,-102812939.00,464.00
419153,1000.00,534.00,-102814327.00,466.00,-102814327.00,466.00
419158,1000.00,537.00,-102815731.00,463.00,-102815731.00,463.00
419164,1000.00,536.00,-102817118.00,464.00,-102817118.00,464.00
419169,1000.00,535.00,-102818508.00,465.00,-102818508.00,465.00
419175,1000.00,537.00,-102819907.00,463.00,-102819907.00,463.00
419180,1000.00,538.00,-102821298.00,462.00,-102821298.00,462.00
419186,1000.00,539.00,-102822686.00,461.00,-102822686.00,461.00
419192,1000.00,535.00,-102824061.00,465.00,-102824061.00,465.00
419197,1000.00,535.00,-102825456.00,465.00,-102825456.00,465.00
419203,1000.00,535.00,-102826851.00,465.00,-102826851.00,465.00
419208,1000.00,537.00,-102828250.00,463.00,-102828250.00,463.00
419214,1000.00,539.00,-102829643.00,461.00,-102829643.00,461.00
419219,1000.00,537.00,-102831022.00,463.00,-102831022.00,463.00
419225,1000.00,539.00,-102832415.00,461.00,-102832415.00,461.00
419231,1000.00,533.00,-102833786.00,467.00,-102833786.00,467.00
419236,1000.00,539.00,-102835199.00,461.00,-102835199.00,461.00
419242,1000.00,532.00,-102836568.00,468.00,-102836568.00,468.00
419247,1000.00,538.00,-102837984.00,462.00,-102837984.00,462.00
419253,1000.00,538.00,-102839370.00,462.00,-102839370.00,462.00
419258,1000.00,538.00,-102840756.00,462.00,-102840756.00,462.00
419264,1000.00,533.00,-102842132.00,467.00,-102842132.00,467.00
419270,1000.00,536.00,-102843539.00,464.00,-102843539.00,464.00
419275,1000.00,538.00,-102844935.00,462.00,-102844935.00,462.00
419281,1000.00,534.00,-102846313.00,466.00,-102846313.00,466.00
419286,1000.00,537.00,-102847717.00,463.00,-102847717.00,463.00
419292,1000.00,536.00,-102849104.00,464.00,-102849104.00,464.00
419297,1000.00,536.00,-102850496.00,464.00,-102850496.00,464.00
419303,1000.00,539.00,-102851894.00,461.00,-102851894.00,461.00
419309,1000.00,534.00,-102853267.00,466.00,-102853267.00,466.00
419314,1000.00,539.00,-102854675.00,461.00,-102854675.00,461.00
419320,1000.00,533.00,-102856046.00,467.00,-102856046.00,467.00
419325,1000.00,541.00,-102857463.00,459.00,-102857463.00,459.00
419331,1000.00,536.00,-102858830.00,464.00,-102858830.00,464.00
419336,1000.00,536.00,-102860222.00,464.00,-102860222.00,464.00
419342,1000.00,536.00,-102861614.00,464.00,-102861614.00,464.00
419348,1000.00,533.00,-102863000.00,467.00,-102863000.00,467.00
419353,1000.00,535.00,-102864405.00,465.00,-102864405.00,465.00
419359,1000.00,533.00,-102865796.00,467.00,-102865796.00,467.00
419364,1000.00,537.00,-102867205.00,463.00,-102867205.00,463.00
419370,1000.00,538.00,-102868596.00,462.00,-102868596.00,462.00
419375,1000.00,535.00,-102869976.00,465.00,-102869976.00,465.00
419381,1000.00,537.00,-102871375.00,463.00,-102871375.00,463.00
419387,1000.00,534.00,-102872758.00,466.00,-102872758.00,466.00
419392,1000.00,539.00,-102874166.00,461.00,-102874166.00,461.00
419398,1000.00,534.00,-102875539.00,466.00,-102875539.00,466.00
419403,1000.00,537.00,-102876943.00,463.00,-102876943.00,463.00
419409,1000.00,537.00,-102878332.00,463.00,-102878332.00,463.00
419414,1000.00,537.00,-102879721.00,463.00,-102879721.00,463.00
419420,1000.00,539.00,-102881114.00,461.00,-102881114.00,461.00
419426,1000.00,533.00,-102882485.00,467.00,-102882485.00,467.00
419431,1000.00,537.00,-102883894.00,463.00,-102883894.00,463.00
419437,1000.00,537.00,-102885283.00,463.00,-102885283.00,463.00
419442,1000.00,537.00,-102886672.00,463.00,-102886672.00,463.00
419448,1000.00,538.00,-102888063.00,462.00,-102888063.00,462.00
419453,1000.00,538.00,-102889449.00,462.00,-102889449.00,462.00
419459,1000.00,536.00,-102890831.00,464.00,-102890831.00,464.00
419465,1000.00,533.00,-102892217.00,467.00,-102892217.00,467.00
419470,1000.00,537.00,-102893626.00,463.00,-102893626.00,463.00
419476,1000.00,532.00,-102895005.00,468.00,-102895005.00,468.00
419481,1000.00,536.00,-102896417.00,464.00,-102896417.00,464.00
419487,1000.00,537.00,-102897811.00,463.00,-102897811.00,463.00
419492,1000.00,537.00,-102899200.00,463.00,-102899200.00,463.00
419498,1000.00,539.00,-102900593.00,461.00,-102900593.00,461.00
419504,1000.00,536.00,-102901970.00,464.00,-102901970.00,464.00
419509,1000.00,538.00,-102903366.00,462.00,-102903366.00,462.00
419515,1000.00,533.00,-102904742.00,467.00,-102904742.00,467.00
419520,1000.00,536.00,-102906149.00,464.00,-102906149.00,464.00
419526,1000.00,537.00,-102907543.00,463.00,-102907543.00,463.00
419531,1000.00,538.00,-102908934.00,462.00,-102908934.00,462.00
419537,1000.00,538.00,-102910320.00,462.00,-102910320.00,462.00
419543,1000.00,534.00,-102911698.00,466.00,-102911698.00,466.00
419548,1000.00,538.00,-102913104.00,462.00,-102913104.00,462.00
419554,1000.00,534.00,-102914482.00,466.00,-102914482.00,466.00
419559,1000.00,538.00,-102915888.00,462.00,-102915888.00,462.00
419565,1000.00,536.00,-102917270.00,464.00,-102917270.00,464.00
419570,1000.00,537.00,-102918664.00,463.00,-102918664.00,463.00
419576,1000.00,539.00,-102920057.00,461.00,-102920057.00,461.00
419582,1000.00,534.00,-102921430.00,466.00,-102921430.00,466.00
419587,1000.00,537.00,-102922834.00,463.00,-102922834.00,463.00
419593,1000.00,537.00,-102924223.00,463.00,-102924223.00,463.00
419598,1000.00,536.00,-102925610.00,464.00,-102925610.00,464.00
419604,1000.00,536.00,-102927002.00,464.00,-102927002.00,464.00
419609,1000.00,533.00,-102928388.00,467.00,-102928388.00,467.00
419615,1000.00,535.00,-102929793.00,465.00,-102929793.00,465.00
419621,1000.00,532.00,-102931182.00,468.00,-102931182.00,468.00
419626,1000.00,537.00,-102932596.00,463.00,-102932596.00,463.00
419632,1000.00,534.00,-102933979.00,466.00,-102933979.00,466.00
419637,1000.00,539.00,-102935387.00,461.00,-102935387.00,461.00
419643,1000.00,535.00,-102936762.00,465.00,-102936762.00,465.00
419648,1000.00,539.00,-102938165.00,461.00,-102938165.00,461.00
419654,1000.00,536.00,-102939542.00,464.00,-102939542.00,464.00
419660,1000.00,533.00,-102940928.00,467.00,-102940928.00,467.00
419665,1000.00,536.00,-102942335.00,464.00,-102942335.00,464.00
419671,1000.00,532.00,-102943719.00,468.00,-102943719.00,468.00
419676,1000.00,536.00,-102945131.00,464.00,-102945131.00,464.00
419682,1000.00,535.00,-102946521.00,465.00,-102946521.00,465.00
419687,1000.00,536.00,-102947918.00,464.00,-102947918.00,464.00
419693,1000.00,536.00,-102949310.00,464.00,-102949310.00,464.00
419699,1000.00,532.00,-102950694.00,468.00,-102950694.00,468.00
419704,1000.00,538.00,-102952110.00,462.00,-102952110.00,462.00
419710,1000.00,531.00,-102953482.00,469.00,-102953482.00,469.00
419715,1000.00,537.00,-102954901.00,463.00,-102954901.00,463.00
419721,1000.00,536.00,-102956288.00,464.00,-102956288.00,464.00
419726,1000.00,539.00,-102957686.00,461.00,-102957686.00,461.00
419732,1000.00,537.00,-102959065.00,463.00,-102959065.00,463.00
419738,1000.00,533.00,-102960446.00,467.00,-102960446.00,467.00
419743,1000.00,539.00,-102961859.00,461.00,-102961859.00,461.00
