milliseconds,null,Input,null,null,null,(null = no Control)
415826,1000.00,541.00,-102013833.00,459.00,-102013833.00,459.00
415832,1000.00,539.00,-102015206.00,461.00,-102015206.00,461.00
415838,1000.00,537.00,-102016585.00,463.00,-102016585.00,463.00
415843,1000.00,538.00,-102017976.00,462.00,-102017976.00,462.00
415849,1000.00,534.00,-102019354.00,466.00,-102019354.00,466.00
415854,1000.00,539.00,-102020762.00,461.00,-102020762.00,461.00
415860,1000.00,536.00,-102022139.00,464.00,-102022139.00,464.00
415865,1000.00,537.00,-102023533.00,463.00,-102023533.00,463.00
415871,1000.00,537.00,-102024922.00,463.00,-102024922.00,463.00
415877,1000.00,533.00,-102026303.00,467.00,-102026303.00,467.00
415882,1000.00,537.00,-102027712.00,463.00,-102027712.00,463.00
415888,1000.00,536.00,-102029099.00,464.00,-102029099.00,464.00
415893,1000.00,544.00,-102030507.00,456.00,-102030507.00,456.00
415899,1000.00,550.00,-102031887.00,450.00,-102031887.00,450.00
415904,1000.00,551.00,-102033239.00,449.00,-102033239.00,449.00
415910,1000.00,550.00,-102034584.00,450.00,-102034584.00,450.00
415916,1000.00,551.00,-102035936.00,449.00,-102035936.00,449.00
415921,1000.00,553.00,-102037287.00,447.00,-102037287.00,447.00
415927,1000.00,552.00,-102038626.00,448.00,-102038626.00,448.00
415932,1000.00,556.00,-102039978.00,444.00,-102039978.00,444.00
415938,1000.00,555.00,-102041308.00,445.00,-102041308.00,445.00
415943,1000.00,554.00,-102042641.00,446.00,-102042641.00,446.00
415949,1000.00,554.00,-102043979.00,446.00,-102043979.00,446.00
415955,1000.00,550.00,-102045309.00,450.00,-102045309.00,450.00
415960,1000.00,556.00,-102046671.00,444.00,-102046671.00,444.00
415966,1000.00,553.00,-102047997.00,447.00,-102047997.00,447.00
415971,1000.00,555.00,-102049342.00,445.00,-102049342.00,445.00
415977,1000.00,556.00,-102050679.00,444.00,-102050679.00,444.00
415982,1000.00,556.00,-102052011.00,444.00,-102052011.00,444.00
415988,1000.00,556.00,-102053343.00,444.00,-102053343.00,444.00
415994,1000.00,552.00,-102054667.00,448.00,-102054667.00,448.00
415999,1000.00,553.00,-102056013.00,447.00,-102056013.00,447.00
416005,1000.00,552.00,-102057352.00,448.00,-102057352.00,448.00
416010,1000.00,556.00,-102058704.00,444.00,-102058704.00,444.00
416016,1000.00,556.00,-102060036.00,444.00,-102060036.00,444.00
416021,1000.00,555.00,-102061366.00,445.00,-102061366.00,445.00
416027,1000.00,558.00,-102062707.00,442.00,-102062707.00,442.00
416033,1000.00,553.00,-102064023.00,447.00,-102064023.00,447.00
416038,1000.00,557.00,-102065372.00,443.00,-102065372.00,443.00
416044,1000.00,553.00,-102066693.00,447.00,-102066693.00,447.00
416049,1000.00,555.00,-102068038.00,445.00,-102068038.00,445.00
416055,1000.00,558.00,-102069379.00,442.00,-102069379.00,442.00
416060,1000.00,557.00,-102070703.00,443.00,-102070703.00,443.00
416066,1000.00,553.00,-102072024.00,447.00,-102072024.00,447.00
416072,1000.00,553.00,-102073365.00,447.00,-102073365.00,447.00
416077,1000.00,554.00,-102074708.00,446.00,-102074708.00,446.00
416083,1000.00,553.00,-102076044.00,447.00,-102076044.00,447.00
416088,1000.00,555.00,-102077389.00,445.00,-102077389.00,445.00
416094,1000.00,555.00,-102078724.00,445.00,-102078724.00,445.00
416099,1000.00,554.00,-102080057.00,446.00,-102080057.00,446.00
416105,1000.00,556.00,-102081399.00,444.00,-102081399.00,444.00
416111,1000.00,553.00,-102082725.00,447.00,-102082725.00,447.00
416116,1000.00,554.00,-102084068.00,446.00,-102084068.00,446.00
416122,1000.00,552.00,-102085402.00,448.00,-102085402.00,448.00
416127,1000.00,555.00,-102086752.00,445.00,-102086752.00,445.00
416133,1000.00,556.00,-102088089.00,444.00,-102088089.00,444.00
416138,1000.00,556.00,-102089421.00,444.00,-102089421.00,444.00
416144,1000.00,554.00,-102090749.00,446.00,-102090749.00,446.00
416150,1000.00,552.00,-102092083.00,448.00,-102092083.00,448.00
416155,1000.00,556.00,-102093435.00,444.00,-102093435.00,444.00
416161,1000.00,551.00,-102094757.00,449.00,-102094757.00,449.00
416166,1000.00,555.00,-102096112.00,445.00,-102096112.00,445.00
416172,1000.00,556.00,-102097449.00,444.00,-102097449.00,444.00
416177,1000.00,556.00,-102098781.00,444.00,-102098781.00,444.00
416183,1000.00,555.00,-102100111.00,445.00,-102100111.00,445.00
416189,1000.00,554.00,-102101444.00,446.00,-102101444.00,446.00
416194,1000.00,556.00,-102102786.00,444.00,-102102786.00,444.00
416200,1000.00,553.00,-102104112.00,447.00,-102104112.00,447.00
416205,1000.00,554.00,-102105455.00,446.00,-102105455.00,446.00
416211,1000.00,555.00,-102106795.00,445.00,-102106795.00,445.00
416216,1000.00,558.00,-102108136.00,442.00,-102108136.00,442.00
416222,1000.00,555.00,-102109456.00,445.00,-102109456.00,445.00
416228,1000.00,550.00,-102110781.00,450.00,-102110781.00,450.00
416233,1000.00,554.00,-102112139.00,446.00,-102112139.00,446.00
416239,1000.00,555.00,-102113479.00,445.00,-102113479.00,445.00
416244,1000.00,556.00,-102114816.00,444.00,-102114816.00,444.00
416250,1000.00,556.00,-102116148.00,444.00,-102116148.00,444.00
416255,1000.00,556.00,-102117480.00,444.00,-102117480.00,444.00
416261,1000.00,555.00,-102118810.00,445.00,-102118810.00,445.00
416267,1000.00,552.00,-102120139.00,448.00,-102120139.00,448.00
416272,1000.00,555.00,-102121489.00,445.00,-102121489.00,445.00
416278,1000.00,554.00,-102122822.00,446.00,-102122822.00,446.00
416283,1000.00,554.00,-102124160.00,446.00,-102124160.00,446.00
416289,1000.00,554.00,-102125498.00,446.00,-102125498.00,446.00
416294,1000.00,555.00,-102126838.00,445.00,-102126838.00,445.00
416300,1000.00,556.00,-102128175.00,444.00,-102128175.00,444.00
416306,1000.00,551.00,-102129497.00,449.00,-102129497.00,449.00
416311,1000.00,557.00,-102130856.00,443.00,-102130856.00,443.00
416317,1000.00,551.00,-102132173.00,449.00,-102132173.00,449.00
416322,1000.00,556.00,-102133530.00,444.00,-102133530.00,444.00
416328,1000.00,556.00,-102134862.00,444.00,-102134862.00,444.00
416333,1000.00,555.00,-102136192.00,445.00,-102136192.00,445.00
416339,1000.00,554.00,-102137525.00,446.00,-102137525.00,446.00
416345,1000.00,554.00,-102138863.00,446.00,-102138863.00,446.00
416350,1000.00,557.00,-102140207.00,443.00,-102140207.00,443.00
416356,1000.00,553.00,-102141528.00,447.00,-102141528.00,447.00
416361,1000.00,556.00,-102142875.00,444.00,-102142875.00,444.00
416367,1000.00,555.00,-102144205.00,445.00,-102144205.00,445.00
416372,1000.00,558.00,-102145546.00,442.00,-102145546.00,442.00
416378,1000.00,557.00,-102146870.00,443.00,-102146870.00,443.00
416384,1000.00,552.00,-102148189.00,448.00,-102148189.00,448.00
416389,1000.00,556.00,-102149541.00,444.00,-102149541.00,444.00
416395,1000.00,554.00,-102150869.00,446.00,-102150869.00,446.00
416400,1000.00,555.00,-102152209.00,445.00,-102152209.00,445.00
416406,1000.00,555.00,-102153544.00,445.00,-102153544.00,445.00
416411,1000.00,556.00,-102154881.00,444.00,-102154881.00,444.00
416417,1000.00,557.00,-102156215.00,443.00,-102156215.00,443.00
416423,1000.00,551.00,-102157532.00,449.00,-102157532.00,449.00
416428,1000.00,558.00,-102158893.00,442.00,-102158893.00,442.00
416434,1000.00,550.00,-102160203.00,450.00,-102160203.00,450.00
416439,1000.00,556.00,-102161565.00,444.00,-102161565.00,444.00
416445,1000.00,555.00,-102162895.00,445.00,-102162895.00,445.00
416450,1000.00,554.00,-102164228.00,446.00,-102164228.00,446.00
416456,1000.00,556.00,-102165570.00,444.00,-102165570.00,444.00
416462,1000.00,554.00,-102166898.00,446.00,-102166898.00,446.00
416467,1000.00,554.00,-102168236.00,446.00,-102168236.00,446.00
416473,1000.00,555.00,-102169576.00,445.00,-102169576.00,445.00
416478,1000.00,556.00,-102170913.00,444.00,-102170913.00,444.00
416484,1000.00,553.00,-102172239.00,447.00,-102172239.00,447.00
416489,1000.00,557.00,-102173588.00,443.00,-102173588.00,443.00
416495,1000.00,557.00,-102174917.00,443.00,-102174917.00,443.00
416501,1000.00,552.00,-102176236.00,448.00,-102176236.00,448.00
416506,1000.00,556.00,-102177588.00,444.00,-102177588.00,444.00
416512,1000.00,552.00,-102178912.00,448.00,-102178912.00,448.00
416517,1000.00,555.00,-102180262.00,445.00,-102180262.00,445.00
416523,1000.00,557.00,-102181601.00,443.00,-102181601.00,443.00
416528,1000.00,554.00,-102182924.00,446.00,-102182924.00,446.00
416534,1000.00,556.00,-102184266.00,444.00,-102184266.00,444.00
416540,1000.00,553.00,-102185592.00,447.00,-102185592.00,447.00
416545,1000.00,554.00,-102186935.00,446.00,-102186935.00,446.00
416551,1000.00,553.00,-102188271.00,447.00,-102188271.00,447.00
416556,1000.00,554.00,-102189614.00,446.00,-102189614.00,446.00
416562,1000.00,553.00,-102190950.00,447.00,-102190950.00,447.00
416567,1000.00,555.00,-102192295.00,445.00,-102192295.00,445.00
416573,1000.00,554.00,-102193628.00,446.00,-102193628.00,446.00
416579,1000.00,550.00,-102194958.00,450.00,-102194958.00,450.00
416584,1000.00,556.00,-102196320.00,444.00,-102196320.00,444.00
416590,1000.00,550.00,-102197640.00,450.00,-102197640.00,450.00
416595,1000.00,554.00,-102198998.00,446.00,-102198998.00,446.00
416601,1000.00,556.00,-102200340.00,444.00,-102200340.00,444.00
416606,1000.00,554.00,-102201668.00,446.00,-102201668.00,446.00
416612,1000.00,556.00,-102203010.00,444.00,-102203010.00,444.00
416618,1000.00,551.00,-102204332.00,449.00,-102204332.00,449.00
416623,1000.00,554.00,-102205685.00,446.00,-102205685.00,446.00
416629,1000.00,555.00,-102207025.00,445.00,-102207025.00,445.00
416634,1000.00,553.00,-102208356.00,447.00,-102208356.00,447.00
416640,1000.00,554.00,-102209699.00,446.00,-102209699.00,446.00
416645,1000.00,554.00,-102211037.00,446.00,-102211037.00,446.00
416651,1000.00,556.00,-102212379.00,444.00,-102212379.00,444.00
416657,1000.00,552.00,-102213703.00,448.00,-102213703.00,448.00
416662,1000.00,553.00,-102215049.00,447.00,-102215049.00,447.00
416668,1000.00,550.00,-102216384.00,450.00,-102216384.00,450.00
416673,1000.00,554.00,-102217742.00,446.00,-102217742.00,446.00
416679,1000.00,555.00,-102219082.00,445.00,-102219082.00,445.00
416684,1000.00,556.00,-102220419.00,444.00,-102220419.00,444.00
416690,1000.00,552.00,-102221743.00,448.00,-102221743.00,448.00
416696,1000.00,554.00,-102223091.00,446.00,-102223091.00,446.00
416701,1000.00,555.00,-102224431.00,445.00,-102224431.00,445.00
416707,1000.00,553.00,-102225762.00,447.00,-102225762.00,447.00
416712,1000.00,555.00,-102227107.00,445.00,-102227107.00,445.00
416718,1000.00,554.00,-102228440.00,446.00,-102228440.00,446.00
416723,1000.00,552.00,-102229774.00,448.00,-102229774.00,448.00
416729,1000.00,554.00,-102231122.00,446.00,-102231122.00,446.00
416735,1000.00,553.00,-102232458.00,447.00,-102232458.00,447.00
416740,1000.00,555.00,-102233803.00,445.00,-102233803.00,445.00
416746,1000.00,552.00,-102235132.00,448.00,-102235132.00,448.00
416751,1000.00,556.00,-102236484.00,444.00,-102236484.00,444.00
416757,1000.00,554.00,-102237812.00,446.00,-102237812.00,446.00
416762,1000.00,559.00,-102239160.00,441.00,-102239160.00,441.00
416768,1000.00,551.00,-102240467.00,449.00,-102240467.00,449.00
416774,1000.00,552.00,-102241816.00,448.00,-102241816.00,448.00
416779,1000.00,552.00,-102243160.00,448.00,-102243160.00,448.00
416785,1000.00,551.00,-102244502.00,449.00,-102244502.00,449.00
416790,1000.00,554.00,-102245855.00,446.00,-102245855.00,446.00
416796,1000.00,552.00,-102247189.00,448.00,-102247189.00,448.00
416801,1000.00,555.00,-102248539.00,445.00,-102248539.00,445.00
416807,1000.00,554.00,-102249872.00,446.00,-102249872.00,446.00
416813,1000.00,549.00,-102251200.00,451.00,-102251200.00,451.00
416818,1000.00,553.00,-102252561.00,447.00,-102252561.00,447.00
416824,1000.00,553.00,-102253902.00,447.00,-102253902.00,447.00
416829,1000.00,554.00,-102255245.00,446.00,-102255245.00,446.00
416835,1000.00,553.00,-102256581.00,447.00,-102256581.00,447.00
416840,1000.00,553.00,-102257922.00,447.00,-102257922.00,447.00
416846,1000.00,555.00,-102259267.00,445.00,-102259267.00,445.00
416852,1000.00,551.00,-102260594.00,449.00,-102260594.00,449.00
416857,1000.00,554.00,-102261947.00,446.00,-102261947.00,446.00
416863,1000.00,552.00,-102263281.00,448.00,-102263281.00,448.00
416868,1000.00,555.00,-102264631.00,445.00,-102264631.00,445.00
416874,1000.00,554.00,-102265964.00,446.00,-102265964.00,446.00
416879,1000.00,553.00,-102267300.00,447.00,-102267300.00,447.00
416885,1000.00,552.00,-102268639.00,448.00,-102268639.00,448.00
416891,1000.00,551.00,-102269981.00,449.00,-102269981.00,449.00
416896,1000.00,556.00,-102271338.00,444.00,-102271338.00,444.00
416902,1000.00,553.00,-102272664.00,447.00,-102272664.00,447.00
416907,1000.00,555.00,-102274009.00,445.00,-102274009.00,445.00
416913,1000.00,555.00,-102275344.00,445.00,-102275344.00,445.00
416918,1000.00,554.00,-102276677.00,446.00,-102276677.00,446.00
416924,1000.00,553.00,-102278013.00,447.00,-102278013.00,447.00
416930,1000.00,551.00,-102279350.00,449.00,-102279350.00,449.00
416935,1000.00,555.00,-102280705.00,445.00,-102280705.00,445.00
416941,1000.00,553.00,-102282036.00,447.00,-102282036.00,447.00
416946,1000.00,556.00,-102283383.00,444.00,-102283383.00,444.00
416952,1000.00,556.00,-102284715.00,444.00,-102284715.00,444.00
416957,1000.00,555.00,-102286045.00,445.00,-102286045.00,445.00
416963,1000.00,553.00,-102287376.00,447.00,-102287376.00,447.00
416969,1000.00,551.00,-102288713.00,449.00,-102288713.00,449.00
416974,1000.00,556.00,-102290070.00,444.00,-102290070.00,444.00
416980,1000.00,552.00,-102291394.00,448.00,-102291394.00,448.00
416985,1000.00,557.00,-102292748.00,443.00,-102292748.00,443.00
416991,1000.00,553.00,-102294069.00,447.00,-102294069.00,447.00
416996,1000.00,557.00,-102295418.00,443.00,-102295418.00,443.00
417002,1000.00,555.00,-102296743.00,445.00,-102296743.00,445.00
417008,1000.00,554.00,-102298076.00,446.00,-102298076.00,446.00
417013,1000.00,554.00,-102299414.00,446.00,-102299414.00,446.00
417019,1000.00,552.00,-102300748.00,448.00,-102300748.00,448.00
417024,1000.00,556.00,-102302100.00,444.00,-102302100.00,444.00
417030,1000.00,557.00,-102303434.00,443.00,-102303434.00,443.00
417035,1000.00,555.00,-102304759.00,445.00,-102304759.00,445.00
417041,1000.00,557.00,-102306098.00,443.00,-102306098.00,443.00
417047,1000.00,553.00,-102307419.00,447.00,-102307419.00,447.00
417052,1000.00,552.00,-102308758.00,448.00,-102308758.00,448.00
417058,1000.00,554.00,-102310106.00,446.00,-102310106.00,446.00
417063,1000.00,555.00,-102311446.00,445.00,-102311446.00,445.00
417069,1000.00,556.00,-102312783.00,444.00,-102312783.00,444.00
417074,1000.00,556.00,-102314115.00,444.00,-102314115.00,444.00
417080,1000.00,555.00,-102315445.00,445.00,-102315445.00,445.00
417086,1000.00,551.00,-102316772.00,449.00,-102316772.00,449.00
417091,1000.00,555.00,-102318127.00,445.00,-102318127.00,445.00
417097,1000.00,553.00,-102319458.00,447.00,-102319458.00,447.00
417102,1000.00,556.00,-102320805.00,444.00,-102320805.00,444.00
417108,1000.00,556.00,-102322137.00,444.00,-102322137.00,444.00
417113,1000.00,556.00,-102323469.00,444.00,-102323469.00,444.00
417119,1000.00,556.00,-102324801.00,444.00,-102324801.00,444.00
417125,1000.00,552.00,-102326125.00,448.00,-102326125.00,448.00
417130,1000.00,550.00,-102327465.00,450.00,-102327465.00,450.00
417136,1000.00,553.00,-102328821.00,447.00,-102328821.00,447.00
417141,1000.00,554.00,-102330164.00,446.00,-102330164.00,446.00
417147,1000.00,555.00,-102331504.00,445.00,-102331504.00,445.00
417152,1000.00,556.00,-102332841.00,444.00,-102332841.00,444.00
417158,1000.00,555.00,-102334171.00,445.00,-102334171.00,445.00
417164,1000.00,552.00,-102335500.00,448.00,-102335500.00,448.00
417169,1000.00,556.00,-102336852.00,444.00,-102336852.00,444.00
417175,1000.00,552.00,-102338176.00,448.00,-102338176.00,448.00
417180,1000.00,558.00,-102339532.00,442.00,-102339532.00,442.00
417186,1000.00,554.00,-102340850.00,446.00,-102340850.00,446.00
417191,1000.00,554.00,-102342188.00,446.00,-102342188.00,446.00
417197,1000.00,556.00,-102343530.00,444.00,-102343530.00,444.00
417203,1000.00,553.00,-102344856.00,447.00,-102344856.00,447.00
417208,1000.00,555.00,-102346201.00,445.00,-102346201.00,445.00
417214,1000.00,550.00,-102347526.00,450.00,-102347526.00,450.00
417219,1000.00,555.00,-102348886.00,445.00,-102348886.00,445.00
417225,1000.00,556.00,-102350223.00,444.00,-102350223.00,444.00
417230,1000.00,555.00,-102351553.00,445.00,-102351553.00,445.00
417236,1000.00,553.00,-102352884.00,447.00,-102352884.00,447.00
417242,1000.00,550.00,-102354219.00,450.00,-102354219.00,450.00
417247,1000.00,555.00,-102355579.00,445.00,-102355579.00,445.00
417253,1000.00,551.00,-102356906.00,449.00,-102356906.00,449.00
417258,1000.00,553.00,-102358257.00,447.00,-102358257.00,447.00
417264,1000.00,556.00,-102359604.00,444.00,-102359604.00,444.00
417269,1000.00,555.00,-102360934.00,445.00,-102360934.00,445.00
417275,1000.00,552.00,-102362263.00,448.00,-102362263.00,448.00
417281,1000.00,549.00,-102363601.00,451.00,-102363601.00,451.00
417286,1000.00,558.00,-102364972.00,442.00,-102364972.00,442.00
417292,1000.00,551.00,-102366284.00,449.00,-102366284.00,449.00
417297,1000.00,554.00,-102367637.00,446.00,-102367637.00,446.00
417303,1000.00,556.00,-102368979.00,444.00,-102368979.00,444.00
417308,1000.00,558.00,-102370315.00,442.00,-102370315.00,442.00
417314,1000.00,554.00,-102371633.00,446.00,-102371633.00,446.00
417320,1000.00,551.00,-102372965.00,449.00,-102372965.00,449.00
417325,1000.00,554.00,-102374318.00,446.00,-102374318.00,446.00
417331,1000.00,552.00,-102375652.00,448.00,-102375652.00,448.00
417336,1000.00,556.00,-102377004.00,444.00,-102377004.00,444.00
417342,1000.00,555.00,-102378334.00,445.00,-102378334.00,445.00
417347,1000.00,552.00,-102379663.00,448.00,-102379663.00,448.00
417353,1000.00,555.00,-102381013.00,445.00,-102381013.00,445.00
417359,1000.00,552.00,-102382342.00,448.00,-102382342.00,448.00
417364,1000.00,554.00,-102383690.00,446.00,-102383690.00,446.00
417370,1000.00,555.00,-102385030.00,445.00,-102385030.00,445.00
417375,1000.00,555.00,-102386365.00,445.00,-102386365.00,445.00
417381,1000.00,552.00,-102387694.00,448.00,-102387694.00,448.00
417386,1000.00,552.00,-102389038.00,448.00,-102389038.00,448.00
417392,1000.00,554.00,-102390386.00,446.00,-102390386.00,446.00
417398,1000.00,548.00,-102391712.00,452.00,-102391712.00,452.00
417403,1000.00,556.00,-102393084.00,444.00,-102393084.00,444.00
417409,1000.00,552.00,-102394408.00,448.00,-102394408.00,448.00
417414,1000.00,555.00,-102395758.00,445.00,-102395758.00,445.00
417420,1000.00,553.00,-102397089.00,447.00,-102397089.00,447.00
417425,1000.00,554.00,-102398432.00,446.00,-102398432.00,446.00
417431,1000.00,556.00,-102399774.00,444.00,-102399774.00,444.00
417437,1000.00,552.00,-102401098.00,448.00,-102401098.00,448.00
417442,1000.00,555.00,-102402448.00,445.00,-102402448.00,445.00
417448,1000.00,555.00,-102403783.00,445.00,-102403783.00,445.00
417453,1000.00,554.00,-102405116.00,446.00,-102405116.00,446.00
417459,1000.00,555.00,-102406456.00,445.00,-102406456.00,445.00
417464,1000.00,553.00,-102407787.00,447.00,-102407787.00,447.00
417470,1000.00,555.00,-102409132.00,445.00,-102409132.00,445.00
417476,1000.00,551.00,-102410459.00,449.00,-102410459.00,449.00
417481,1000.00,554.00,-102411812.00,446.00,-102411812.00,446.00
417487,1000.00,553.00,-102413148.00,447.00,-102413148.00,447.00
417492,1000.00,555.00,-102414493.00,445.00,-102414493.00,445.00
417498,1000.00,556.00,-102415830.00,444.00,-102415830.00,444.00
417503,1000.00,555.00,-102417160.00,445.00,-102417160.00,445.00
417509,1000.00,556.00,-102418497.00,444.00,-102418497.00,444.00
417515,1000.00,551.00,-102419819.00,449.00,-102419819.00,449.00
417520,1000.00,554.00,-102421172.00,446.00,-102421172.00,446.00
417526,1000.00,552.00,-102422506.00,448.00,-102422506.00,448.00
417531,1000.00,553.00,-102423852.00,447.00,-102423852.00,447.00
417537,1000.00,555.00,-102425197.00,445.00,-102425197.00,445.00
417542,1000.00,555.00,-102426532.00,445.00,-102426532.00,445.00
417548,1000.00,554.00,-102427865.00,446.00,-102427865.00,446.00
417554,1000.00,551.00,-102429197.00,449.00,-102429197.00,449.00
417559,1000.00,553.00,-102430548.00,447.00,-102430548.00,447.00
417565,1000.00,553.00,-102431889.00,447.00,-102431889.00,447.00
417570,1000.00,554.00,-102433232.00,446.00,-102433232.00,446.00
417576,1000.00,555.00,-102434572.00,445.00,-102434572.00,445.00
417581,1000.00,552.00,-102435901.00,448.00,-102435901.00,448.00
417587,1000.00,554.00,-102437249.00,446.00,-102437249.00,446.00
417593,1000.00,552.00,-102438583.00,448.00,-102438583.00,448.00
417598,1000.00,553.00,-102439929.00,447.00,-102439929.00,447.00
417604,1000.00,552.00,-102441268.00,448.00,-102441268.00,448.00
417609,1000.00,554.00,-102442616.00,446.00,-102442616.00,446.00
417615,1000.00,554.00,-102443954.00,446.00,-102443954.00,446.00
417620,1000.00,556.00,-102445296.00,444.00,-102445296.00,444.00
417626,1000.00,552.00,-102446620.00,448.00,-102446620.00,448.00
417632,1000.00,551.00,-102447962.00,449.00,-102447962.00,449.00
417637,1000.00,553.00,-102449313.00,447.00,-102449313.00,447.00
417643,1000.00,553.00,-102450654.00,447.00,-102450654.00,447.00
417648,1000.00,553.00,-102451995.00,447.00,-102451995.00,447.00
417654,1000.00,552.00,-102453334.00,448.00,-102453334.00,448.00
417659,1000.00,553.00,-102454680.00,447.00,-102454680.00,447.00
417665,1000.00,555.00,-102456025.00,445.00,-102456025.00,445.00
417671,1000.00,550.00,-102457350.00,450.00,-102457350.00,450.00
417676,1000.00,556.00,-102458712.00,444.00,-102458712.00,444.00
417682,1000.00,551.00,-102460034.00,449.00,-102460034.00,449.00
417687,1000.00,556.00,-102461391.00,444.00,-102461391.00,444.00
417693,1000.00,554.00,-102462719.00,446.00,-102462719.00,446.00
417698,1000.00,554.00,-102464057.00,446.00,-102464057.00,446.00
417704,1000.00,553.00,-102465393.00,447.00,-102465393.00,447.00
417710,1000.00,547.00,-102466722.00,453.00,-102466722.00,453.00
417715,1000.00,551.00,-102468089.00,449.00,-102468089.00,449.00
417721,1000.00,554.00,-102469442.00,446.00,-102469442.00,446.00
417726,1000.00,552.00,-102470776.00,448.00,-102470776.00,448.00
417732,1000.00,553.00,-102472122.00,447.00,-102472122.00,447.00
417737,1000.00,553.00,-102473463.00,447.00,-102473463.00,447.00
417743,1000.00,554.00,-102474806.00,446.00,-102474806.00,446.00
417749,1000.00,547.00,-102476130.00,453.00,-102476130.00,453.00
417754,1000.00,554.00,-102477503.00,446.00,-102477503.00,446.00
417760,1000.00,550.00,-102478833.00,450.00,-102478833.00,450.00
417765,1000.00,558.00,-102480199.00,442.00,-102480199.00,442.00
417771,1000.00,555.00,-102481519.00,445.00,-102481519.00,445.00
417776,1000.00,556.00,-102482856.00,444.00,-102482856.00,444.00
417782,1000.00,552.00,-102484180.00,448.00,-102484180.00,448.00
417788,1000.00,551.00,-102485522.00,449.00,-102485522.00,449.00
417793,1000.00,555.00,-102486877.00,445.00,-102486877.00,445.00
417799,1000.00,550.00,-102488202.00,450.00,-102488202.00,450.00
417804,1000.00,552.00,-102489556.00,448.00,-102489556.00,448.00
417810,1000.00,553.00,-102490902.00,447.00,-102490902.00,447.00
417815,1000.00,552.00,-102492241.00,448.00,-102492241.00,448.00
417821,1000.00,552.00,-102493585.00,448.00,-102493585.00,448.00
417827,1000.00,549.00,-102494923.00,451.00,-102494923.00,451.00
417832,1000.00,552.00,-102496282.00,448.00,-102496282.00,448.00
417838,1000.00,552.00,-102497626.00,448.00,-102497626.00,448.00
417843,1000.00,552.00,-102498970.00,448.00,-102498970.00,448.00
417849,1000.00,553.00,-102500316.00,447.00,-102500316.00,447.00
417854,1000.00,551.00,-102501653.00,449.00,-102501653.00,449.00
417860,1000.00,554.00,-102503006.00,446.00,-102503006.00,446.00
417866,1000.00,548.00,-102504332.00,452.00,-102504332.00,452.00
417871,1000.00,554.00,-102505700.00,446.00,-102505700.00,446.00
417877,1000.00,552.00,-102507034.00,448.00,-102507034.00,448.00
417882,1000.00,555.00,-102508384.00,445.00,-102508384.00,445.00
417888,1000.00,553.00,-102509715.00,447.00,-102509715.00,447.00
417893,1000.00,552.00,-102511054.00,448.00,-102511054.00,448.00
417899,1000.00,553.00,-102512400.00,447.00,-102512400.00,447.00
417905,1000.00,550.00,-102513735.00,450.00,-102513735.00,450.00
417910,1000.00,556.00,-102515097.00,444.00,-102515097.00,444.00
417916,1000.00,549.00,-102516415.00,451.00,-102516415.00,451.00
417921,1000.00,554.00,-102517778.00,446.00,-102517778.00,446.00
417927,1000.00,553.00,-102519114.00,447.00,-102519114.00,447.00
417932,1000.00,553.00,-102520455.00,447.00,-102520455.00,447.00
417938,1000.00,553.00,-102521796.00,447.00,-102521796.00,447.00
417944,1000.00,549.00,-102523129.00,451.00,-102523129.00,451.00
417949,1000.00,552.00,-102524488.00,448.00,-102524488.00,448.00
417955,1000.00,552.00,-102525832.00,448.00,-102525832.00,448.00
417960,1000.00,554.00,-102527180.00,446.00,-102527180.00,446.00
417966,1000.00,559.00,-102528528.00,441.00,-102528528.00,441.00
417971,1000.00,553.00,-102529839.00,447.00,-102529839.00,447.00
417977,1000.00,556.00,-102531186.00,444.00,-102531186.00,444.00
417983,1000.00,551.00,-102532508.00,449.00,-102532508.00,449.00
417988,1000.00,552.00,-102533857.00,448.00,-102533857.00,448.00
417994,1000.00,555.00,-102535207.00,445.00,-102535207.00,445.00
417999,1000.00,555.00,-102536542.00,445.00,-102536542.00,445.00
418005,1000.00,555.00,-102537877.00,445.00,-102537877.00,445.00
418010,1000.00,554.00,-102539210.00,446.00,-102539210.00,446.00
418016,1000.00,552.00,-102540544.00,448.00,-102540544.00,448.00
418022,1000.00,553.00,-102541890.00,447.00,-102541890.00,447.00
418027,1000.00,556.00,-102543237.00,444.00,-102543237.00,444.00
418033,1000.00,554.00,-102544565.00,446.00,-102544565.00,446.00
418038,1000.00,552.00,-102545899.00,448.00,-102545899.00,448.00
418044,1000.00,555.00,-102547249.00,445.00,-102547249.00,445.00
418049,1000.00,553.00,-102548580.00,447.00,-102548580.00,447.00
418055,1000.00,556.00,-102549927.00,444.00,-102549927.00,444.00
418061,1000.00,553.00,-102551253.00,447.00,-102551253.00,447.00
418066,1000.00,555.00,-102552598.00,445.00,-102552598.00,445.00
418072,1000.00,551.00,-102553925.00,449.00,-102553925.00,449.00
418077,1000.00,553.00,-102555276.00,447.00,-102555276.00,447.00
418083,1000.00,555.00,-102556621.00,445.00,-102556621.00,445.00
418088,1000.00,553.00,-102557952.00,447.00,-102557952.00,447.00
418094,1000.00,557.00,-102559301.00,443.00,-102559301.00,443.00
418100,1000.00,550.00,-102560616.00,450.00,-102560616.00,450.00
418105,1000.00,555.00,-102561976.00,445.00,-102561976.00,445.00
418111,1000.00,554.00,-102563309.00,446.00,-102563309.00,446.00
